#chr	start	end	gene_id
chr10	100974984	100974985	MIR608
chr10	100985613	100985614	ENSG00000236662
chr10	100987366	100987367	TWNK
chr10	100987514	100987515	MRPL43
chr10	100996617	100996618	LZTS2
chr10	101031233	101031234	SFXN3
chr10	101032294	101032295	PDZD7
chr10	101061004	101061005	ENSG00000273162
chr10	101061988	101061989	KAZALD1
chr10	101067669	101067670	ENSG00000288844
chr10	101131125	101131126	TLX1NB
chr10	101131299	101131300	TLX1
chr10	101176305	101176306	LINC01514
chr10	101181950	101181951	SMARCE1P7
chr10	101229462	101229463	LBX1
chr10	101229576	101229577	LBX1-AS1
chr10	101263549	101263550	LINC02681
chr10	101283899	101283900	ENSG00000289441
chr10	101307528	101307529	RNU2-43P
chr10	101311017	101311018	ENSG00000225208
chr10	101323393	101323394	ENSG00000230967
chr10	101354032	101354033	BTRC
chr10	101365034	101365035	RNU2-59P
chr10	101570559	101570560	DPCD
chr10	101588269	101588270	POLL
chr10	101601416	101601417	MIR3158-1
chr10	101601496	101601497	MIR3158-2
chr10	101622858	101622859	RNU6-1165P
chr10	101694400	101694401	ENSG00000286489
chr10	101695294	101695295	FBXW4
chr10	101730036	101730037	LINC03046
chr10	101780370	101780371	FGF8
chr10	101783445	101783446	NPM3
chr10	101818464	101818465	OGA
chr10	101818772	101818773	KCNIP2-AS1
chr10	101843919	101843920	KCNIP2
chr10	101913278	101913279	Metazoa_SRP
chr10	101952703	101952704	Y_RNA
chr10	102056192	102056193	ARMH3
chr10	102065348	102065349	HPS6
chr10	102085729	102085730	ENSG00000224302
chr10	102089967	102089968	ENSG00000229629
chr10	102120367	102120368	LDB1
chr10	102132993	102132994	PPRC1
chr10	102152175	102152176	NOLC1
chr10	102226298	102226299	ELOVL3
chr10	102241511	102241512	PITX3
chr10	102245370	102245371	GBF1
chr10	102394109	102394110	NFKB2
chr10	102419188	102419189	FBXL15
chr10	102421538	102421539	PSD
chr10	102432583	102432584	CUEDC2
chr10	102436511	102436512	MIR146B
chr10	102449815	102449816	C10orf95-AS1
chr10	102451542	102451543	C10orf95
chr10	102461394	102461395	MFSD13A
chr10	102483038	102483039	ENSG00000273262
chr10	102502711	102502712	ACTR1A
chr10	102503971	102503972	SUFU
chr10	102573224	102573225	RPL23AP58
chr10	102591523	102591524	RNU6-43P
chr10	102644139	102644140	TRIM8-DT
chr10	102644478	102644479	TRIM8
chr10	102714396	102714397	ARL3
chr10	102714537	102714538	SFXN2
chr10	102743947	102743948	WBP1L
chr10	102803928	102803929	RNU6-1231P
chr10	102837471	102837472	CYP17A1
chr10	102845472	102845473	PFN1P11
chr10	102845594	102845595	PTGES3P4
chr10	102854258	102854259	BORCS7
chr10	102854271	102854272	BORCS7-ASMT
chr10	102854512	102854513	ENSG00000282772
chr10	102868420	102868421	U6
chr10	102869469	102869470	AS3MT
chr10	102888187	102888188	RPL22P17
chr10	102914584	102914585	ENSG00000272912
chr10	102918293	102918294	CNNM2
chr10	102918334	102918335	ENSG00000286575
chr10	103027335	103027336	ENSG00000278498
chr10	103125415	103125416	RPS15AP29
chr10	103175553	103175554	MARCKSL1P1
chr10	103215708	103215709	ST13P13
chr10	103245886	103245887	RPEL1
chr10	103277137	103277138	INA
chr10	103277604	103277605	NT5C2
chr10	103312567	103312568	RNU11-3P
chr10	103351143	103351144	PCGF6
chr10	103367965	103367966	TAF5
chr10	103394400	103394401	MIR1307
chr10	103396491	103396492	ATP5MK
chr10	103396625	103396626	PDCD11
chr10	103450195	103450196	ENSG00000273485
chr10	103452401	103452402	CALHM2
chr10	103452845	103452846	ENSG00000234699
chr10	103458899	103458900	CALHM1
chr10	103479239	103479240	CALHM3
chr10	103493704	103493705	NEURL1
chr10	103517392	103517393	NEURL1-AS1
chr10	103549074	103549075	ENSG00000226431
chr10	103583686	103583687	ENSG00000287419
chr10	103608618	103608619	ENSG00000273108
chr10	103660158	103660159	ENSG00000289972
chr10	103673157	103673158	Y_RNA
chr10	103745965	103745966	SH3PXD2A-AS1
chr10	103855583	103855584	SH3PXD2A
chr10	103918331	103918332	STN1
chr10	103967039	103967040	ENSG00000289744
chr10	103967046	103967047	ENSG00000289745
chr10	103967139	103967140	SLK
chr10	103974813	103974814	RN7SL524P
chr10	104048185	104048186	MIR936
chr10	104085879	104085880	COL17A1
chr10	104122057	104122058	SFR1
chr10	104218882	104218883	MIR609
chr10	104232363	104232364	CFAP43
chr10	104235355	104235356	GSTO1
chr10	104268404	104268405	MIR4482
chr10	104268872	104268873	GSTO2
chr10	104312140	104312141	ENSG00000270075
chr10	104313478	104313479	ENSG00000287779
chr10	104323368	104323369	ITPRIP-AS1
chr10	104338464	104338465	ITPRIP
chr10	104353624	104353625	CFAP58-DT
chr10	104353832	104353833	CFAP58
chr10	104480273	104480274	LINC02620
chr10	104566930	104566931	ENSG00000237761
chr10	104641289	104641290	SORCS3
chr10	104666199	104666200	SORCS3-AS1
chr10	105534658	105534659	RNU6-463P
chr10	105685864	105685865	PPIAP38
chr10	105686321	105686322	YWHAZP5
chr10	105820348	105820349	LINC02627
chr10	105844833	105844834	ENSG00000287732
chr10	105987726	105987727	ENSG00000286609
chr10	106140142	106140143	LINC02624
chr10	106550105	106550106	RPL23AP59
chr10	106648898	106648899	ENSG00000287047
chr10	106970020	106970021	RNA5SP325
chr10	107164705	107164706	SORCS1
chr10	107461559	107461560	RNA5SP326
chr10	108197848	108197849	LINC01435
chr10	108296098	108296099	PTGES3P5
chr10	108561814	108561815	ENSG00000203434
chr10	108708538	108708539	LINC02661
chr10	108848185	108848186	MAPKAPK5P1
chr10	108941309	108941310	RN7SKP278
chr10	109185000	109185001	RNU5B-6P
chr10	109239638	109239639	RNU6-839P
chr10	109528118	109528119	PHB2P1
chr10	109534654	109534655	BTF3P15
chr10	109661813	109661814	ENSG00000270333
chr10	109680441	109680442	XIAPP1
chr10	109807650	109807651	RPL21P91
chr10	109869857	109869858	RNU4-5P
chr10	109923552	109923553	XPNPEP1
chr10	109996367	109996368	ADD3
chr10	110008380	110008381	ADD3-AS1
chr10	110139425	110139426	SNRPGP12
chr10	110207604	110207605	MXI1
chr10	110208590	110208591	ENSG00000228417
chr10	110257063	110257064	ENSG00000214067
chr10	110304937	110304938	SMNDC1
chr10	110450628	110450629	HMGB3P5
chr10	110496589	110496590	DUSP5-DT
chr10	110497906	110497907	DUSP5
chr10	110550853	110550854	RPL7P35
chr10	110567683	110567684	SMC3
chr10	110642784	110642785	Y_RNA
chr10	110643244	110643245	ENSG00000289954
chr10	110644335	110644336	RBM20
chr10	110756455	110756456	RN7SKP288
chr10	110761141	110761142	RNA5SP327
chr10	110869742	110869743	ENSG00000232470
chr10	110871794	110871795	PDCD4
chr10	110872252	110872253	PDCD4-AS1
chr10	110898089	110898090	MIR4680
chr10	110907482	110907483	ENSG00000278601
chr10	110910595	110910596	ENSG00000270589
chr10	110919200	110919201	BBIP1
chr10	110919366	110919367	SHOC2
chr10	110937232	110937233	RPL13AP6
chr10	110988925	110988926	MIR548E
chr10	111077028	111077029	ADRA2A
chr10	111104955	111104956	ENSG00000213247
chr10	111322777	111322778	BTBD7P2
chr10	111352102	111352103	ENSG00000227851
chr10	111498940	111498941	RPS6P15
chr10	111989908	111989909	ENSG00000287231
chr10	112215376	112215377	GPAM
chr10	112227707	112227708	ENSG00000288938
chr10	112283399	112283400	TECTB
chr10	112299611	112299612	MIR6715A
chr10	112299687	112299688	MIR6715B
chr10	112356573	112356574	GUCY2GP
chr10	112374115	112374116	ACSL5
chr10	112425588	112425589	ENSG00000232934
chr10	112446997	112446998	VTI1A
chr10	112447571	112447572	ZDHHC6
chr10	112548871	112548872	ENSG00000234017
chr10	112634169	112634170	MIR4295
chr10	112677818	112677819	ENSG00000233340
chr10	112821870	112821871	ENSG00000285676
chr10	112823489	112823490	ENSG00000260917
chr10	112831168	112831169	ENSG00000279315
chr10	112888734	112888735	LINC02935
chr10	112950246	112950247	TCF7L2
chr10	112951874	112951875	ENSG00000233547
chr10	112987475	112987476	RPS15AP30
chr10	113353424	113353425	RNU7-165P
chr10	113482615	113482616	PPIAP39
chr10	113492053	113492054	ENSG00000286289
chr10	113550836	113550837	HABP2
chr10	113664069	113664070	NRAP
chr10	113679161	113679162	CASP7
chr10	113719331	113719332	ENSG00000234393
chr10	113751261	113751262	PLEKHS1
chr10	113778053	113778054	MIR4483
chr10	113820458	113820459	ENSG00000212589
chr10	113844405	113844406	ENSG00000288933
chr10	113854382	113854383	DCLRE1A
chr10	113854660	113854661	NHLRC2
chr10	113869613	113869614	ENSG00000287857
chr10	114043865	114043866	ADRB1
chr10	114111413	114111414	RNU6-709P
chr10	114117146	114117147	UBE2V1P5
chr10	114118699	114118700	ENSG00000285540
chr10	114168279	114168280	ENSG00000273904
chr10	114174178	114174179	MIR2110
chr10	114174231	114174232	CCDC186
chr10	114179269	114179270	TDRD1
chr10	114239253	114239254	VWA2
chr10	114246073	114246074	AURKAP2
chr10	114281257	114281258	ENSG00000275024
chr10	114404755	114404756	AFAP1L2
chr10	114424066	114424067	RN7SL384P
chr10	114427397	114427398	ENSG00000279796
chr10	114502346	114502347	ENSG00000229668
chr10	114690633	114690634	PPIAP19
chr10	114764787	114764788	ENSG00000228484
chr10	114768060	114768061	ABLIM1
chr10	114809374	114809375	TAF9BP2
chr10	114821743	114821744	FHIP2A
chr10	114900721	114900722	RPL15P13
chr10	114938194	114938195	TRUB1
chr10	114969567	114969568	RNU6-1121P
chr10	114994656	114994657	LINC02626
chr10	115093364	115093365	ATRNL1
chr10	115218818	115218819	ENSG00000285582
chr10	115820486	115820487	NTAN1P1
chr10	116274269	116274270	ENSG00000285587
chr10	116276802	116276803	GFRA1
chr10	116324447	116324448	CCDC172
chr10	116409255	116409256	SNRPGP6
chr10	116427846	116427847	PNLIPRP3
chr10	116440043	116440044	HMGB3P8
chr10	116538182	116538183	RNU6-1090P
chr10	116545930	116545931	PNLIP
chr10	116577307	116577308	PNLIPP1
chr10	116590384	116590385	PNLIPRP1
chr10	116620952	116620953	PNLIPRP2
chr10	116670033	116670034	HSPA12A-AS1
chr10	116670263	116670264	C10orf82
chr10	116749904	116749905	RPL5P27
chr10	116849498	116849499	ENO4
chr10	116850250	116850251	HSPA12A
chr10	117005461	117005462	ENSG00000287655
chr10	117023850	117023851	ENSG00000235742
chr10	117126585	117126586	SHTN1
chr10	117138300	117138301	VAX1
chr10	117167773	117167774	MIR3663
chr10	117169107	117169108	MIR3663HG
chr10	117196653	117196654	RPL12P26
chr10	117197488	117197489	KCNK18
chr10	117241092	117241093	SLC18A2
chr10	117241997	117241998	SLC18A2-AS1
chr10	117268667	117268668	ENSG00000277879
chr10	117375439	117375440	PDZD8
chr10	117425193	117425194	ENSG00000258114
chr10	117542444	117542445	EMX2
chr10	117545067	117545068	EMX2OS
chr10	117572456	117572457	ENSG00000235198
chr10	117579853	117579854	ENSG00000288172
chr10	117734509	117734510	LINC02674
chr10	117831243	117831244	ENSG00000263041
chr10	118017486	118017487	ENSG00000231104
chr10	118046278	118046279	CASC2
chr10	118046940	118046941	RAB11FIP2
chr10	118241467	118241468	LINC02944
chr10	118341436	118341437	LINC00867
chr10	118342327	118342328	FAM204A
chr10	118572870	118572871	SLC25A18P1
chr10	118595647	118595648	PRLHR
chr10	118643759	118643760	TOMM22P5
chr10	118693534	118693535	ENSG00000277687
chr10	118755248	118755249	CACUL1
chr10	118872601	118872602	RPL17P36
chr10	118933294	118933295	LDHAP5
chr10	119029543	119029544	LINC03036
chr10	119029713	119029714	NANOS1
chr10	119060137	119060138	SNORA19
chr10	119061110	119061111	ENSG00000222588
chr10	119080822	119080823	EIF3A
chr10	119080928	119080929	ENSG00000289126
chr10	119093139	119093140	ENSG00000271343
chr10	119104085	119104086	DENND10
chr10	119165713	119165714	SFXN4
chr10	119178811	119178812	PRDX3
chr10	119207570	119207571	GRK5
chr10	119208530	119208531	GRK5-IT1
chr10	119212856	119212857	RN7SL749P
chr10	119336181	119336182	ENSG00000236426
chr10	119377971	119377972	MIR4681
chr10	119542718	119542719	RGS10
chr10	119562529	119562530	ENSG00000271353
chr10	119597028	119597029	TIAL1
chr10	119621067	119621068	RAD1P1
chr10	119638455	119638456	RPS8P4
chr10	119651379	119651380	BAG3
chr10	119683822	119683823	TXNP1
chr10	119726041	119726042	INPP5F
chr10	119768246	119768247	RN7SL846P
chr10	119816641	119816642	PHACTR2P1
chr10	119818865	119818866	ENSG00000282413
chr10	119883897	119883898	ENSG00000289966
chr10	119892555	119892556	MCMBP
chr10	119892706	119892707	SEC23IP
chr10	119958512	119958513	MIR4682
chr10	119997708	119997709	NACAP2
chr10	120070158	120070159	ENSG00000223455
chr10	120355182	120355183	RPL21P16
chr10	120434982	120434983	ENSG00000234522
chr10	120457226	120457227	PLPP4
chr10	120597948	120597949	LINC01561
chr10	120608579	120608580	LINC02930
chr10	120842520	120842521	ENSG00000287936
chr10	120851304	120851305	WDR11
chr10	120851456	120851457	WDR11-DT
chr10	120880666	120880667	ENSG00000271670
chr10	120980699	120980700	ENSG00000227307
chr10	120985595	120985596	ENSG00000278484
chr10	121133722	121133723	RPL19P16
chr10	121178699	121178700	LINC01153
chr10	121410915	121410916	RN7SKP167
chr10	121598457	121598458	FGFR2
chr10	121615838	121615839	ENSG00000223432
chr10	121713606	121713607	RPS15AP5
chr10	121736302	121736303	ENSG00000224250
chr10	121846599	121846600	Y_RNA
chr10	121928055	121928056	ATE1OSP
chr10	121928800	121928801	ATE1
chr10	121949486	121949487	ENSG00000273767
chr10	121956781	121956782	ENSG00000276742
chr10	121965763	121965764	ENSG00000273891
chr10	121975216	121975217	NSMCE4A
chr10	121989162	121989163	TACC2
chr10	122019159	122019160	ENSG00000285715
chr10	122155196	122155197	ENSG00000285973
chr10	122271295	122271296	BTBD16
chr10	122345689	122345690	RNU6-728P
chr10	122374695	122374696	PLEKHA1
chr10	122416964	122416965	MIR3941
chr10	122454652	122454653	ARMS2
chr10	122458550	122458551	HTRA1
chr10	122461382	122461383	ENSG00000285955
chr10	122560664	122560665	DMBT1
chr10	122657497	122657498	ENSG00000286114
chr10	122672849	122672850	ENSG00000286135
chr10	122699845	122699846	C10orf120
chr10	122729428	122729429	DMBT1L1
chr10	122846174	122846175	CUZD1
chr10	122879582	122879583	ENSG00000286088
chr10	122879640	122879641	FAM24B
chr10	122879680	122879681	C10orf88B
chr10	122910609	122910610	FAM24A
chr10	122954310	122954311	C10orf88
chr10	122954380	122954381	PSTK
chr10	123008811	123008812	IKZF5
chr10	123008978	123008979	ACADSB
chr10	123135969	123135970	HMX3
chr10	123148135	123148136	HMX2
chr10	123154401	123154402	BUB3
chr10	123171874	123171875	RPS26P39
chr10	123323585	123323586	ENSG00000270902
chr10	123356449	123356450	LINC02641
chr10	123427639	123427640	ENSG00000225152
chr10	123560325	123560326	ENSG00000286344
chr10	123574226	123574227	ENSG00000234542
chr10	123666354	123666355	GPR26
chr10	123776669	123776670	ENSG00000231138
chr10	123931596	123931597	ENSG00000234677
chr10	123940266	123940267	CPXM2
chr10	123944098	123944099	ENSG00000287768
chr10	123991909	123991910	YBX2P1
chr10	123997461	123997462	ENSG00000288757
chr10	124004827	124004828	ENSG00000232334
chr10	124093597	124093598	CHST15
chr10	124418975	124418976	OAT
chr10	124447151	124447152	ENSG00000271434
chr10	124450034	124450035	NKX1-2
chr10	124461822	124461823	LHPP
chr10	124490577	124490578	RPS10P18
chr10	124623352	124623353	ENSG00000278831
chr10	124703624	124703625	FAM53B-AS1
chr10	124744377	124744378	FAM53B
chr10	124766195	124766196	Y_RNA
chr10	124791726	124791727	ENSG00000258539
chr10	124791886	124791887	EEF1AKMT2
chr10	124801818	124801819	ABRAXAS2
chr10	124815061	124815062	Y_RNA
chr10	124867509	124867510	NPM1P31
chr10	124916708	124916709	ENSG00000289280
chr10	124917142	124917143	ENSG00000249456
chr10	124942122	124942123	ZRANB1
chr10	124946431	124946432	ENSG00000226899
chr10	124996063	124996064	ENSG00000273599
chr10	125032869	125032870	MIR4296
chr10	125161169	125161170	CTBP2
chr10	125162378	125162379	ENSG00000282787
chr10	125166676	125166677	MRPS21P6
chr10	125473931	125473932	RPS27P18
chr10	125574370	125574371	TEX36-AS1
chr10	125667949	125667950	ALDOAP2
chr10	125683162	125683163	TEX36
chr10	125683228	125683229	ENSG00000228021
chr10	125719364	125719365	ENSG00000234134
chr10	125719514	125719515	EDRF1
chr10	125719565	125719566	EDRF1-DT
chr10	125749524	125749525	ENSG00000280561
chr10	125752109	125752110	EDRF1-AS1
chr10	125775820	125775821	MMP21
chr10	125819739	125819740	MIR4484
chr10	125823257	125823258	UROS
chr10	125823545	125823546	BCCIP
chr10	125869294	125869295	Metazoa_SRP
chr10	125890677	125890678	RNU2-42P
chr10	125896435	125896436	DHX32
chr10	125896563	125896564	FANK1
chr10	125960405	125960406	GNG10P1
chr10	125973125	125973126	FANK1-AS1
chr10	126145581	126145582	RNA5SP328
chr10	126272817	126272818	SAR1AP2
chr10	126388476	126388477	ADAM12
chr10	126398788	126398789	ENSG00000287609
chr10	126421878	126421879	LINC00601
chr10	126425929	126425930	ENSG00000287326
chr10	126779773	126779774	ENSG00000199321
chr10	126798707	126798708	C10orf90
chr10	126905408	126905409	DOCK1
chr10	127026474	127026475	ENSG00000232935
chr10	127026506	127026507	ENSG00000223528
chr10	127196590	127196591	INSYN2A
chr10	127549308	127549309	NPS
chr10	127736995	127736996	ENSG00000279725
chr10	127737184	127737185	FOXI2
chr10	127867880	127867881	BUB1P1
chr10	127892940	127892941	CLRN3
chr10	127907102	127907103	PTPRE
chr10	127934516	127934517	ENSG00000232259
chr10	127934697	127934698	ENSG00000227076
chr10	128029443	128029444	ENSG00000287427
chr10	128126422	128126423	MKI67
chr10	128181031	128181032	LINC01163
chr10	128320213	128320214	ENSG00000234640
chr10	128912809	128912810	LINC02667
chr10	128960061	128960062	ENSG00000232985
chr10	128968739	128968740	ENSG00000287361
chr10	129036756	129036757	ENSG00000289400
chr10	129275050	129275051	ENSG00000289087
chr10	129278250	129278251	ENSG00000225424
chr10	129380752	129380753	ENSG00000285615
chr10	129467189	129467190	MGMT
chr10	129626663	129626664	ENSG00000287466
chr10	129702116	129702117	ENSG00000237224
chr10	129768843	129768844	ENSG00000227374
chr10	129784982	129784983	LINC02666
chr10	129837504	129837505	ENSG00000275327
chr10	129843373	129843374	MIR4297
chr10	129845327	129845328	ENSG00000275005
chr10	129857637	129857638	EBF3-AS1
chr10	129973052	129973053	EBF3
chr10	130104997	130104998	ENSG00000277218
chr10	130106045	130106046	CTAGE7P
chr10	130110829	130110830	C10orf143
chr10	130132240	130132241	PPIAP32
chr10	130136390	130136391	GLRX3
chr10	130213487	130213488	LINC02646
chr10	130286603	130286604	ENSG00000276375
chr10	130505105	130505106	Y_RNA
chr10	130525711	130525712	ENSG00000285529
chr10	130962667	130962668	MIR378C
chr10	131095217	131095218	TCERG1L-AS1
chr10	131311720	131311721	TCERG1L
chr10	131776385	131776386	ENSG00000286295
chr10	131790198	131790199	LINC01164
chr10	131833507	131833508	ENSG00000280446
chr10	131891639	131891640	ENSG00000283095
chr10	131901007	131901008	PPP2R2D
chr10	131971201	131971202	ENSG00000277959
chr10	131980239	131980240	ENSG00000273521
chr10	131981966	131981967	BNIP3
chr10	131996737	131996738	ENSG00000279982
chr10	132036335	132036336	JAKMIP3
chr10	132185961	132185962	JAKMIP3-AS1
chr10	132186947	132186948	DPYSL4
chr10	132331846	132331847	STK32C
chr10	132332153	132332154	LRRC27
chr10	132397167	132397168	PWWP2B
chr10	132419082	132419083	ENSG00000231705
chr10	132441483	132441484	ENSG00000234311
chr10	132444326	132444327	LINC02870
chr10	132518366	132518367	ENSG00000226900
chr10	132522448	132522449	LINC01165
chr10	132537786	132537787	INPP5A
chr10	132786146	132786147	NKX6-2
chr10	132942822	132942823	CFAP46
chr10	132962236	132962237	LINC01167
chr10	132965288	132965289	LINC01166
chr10	132965533	132965534	LINC01168
chr10	133012873	133012874	ENSG00000289633
chr10	133013652	133013653	ENSG00000289039
chr10	133087923	133087924	ADGRA1
chr10	133088490	133088491	ADGRA1-AS1
chr10	133145303	133145304	RPL5P28
chr10	133160218	133160219	KNDC1
chr10	133230216	133230217	UTF1
chr10	133237854	133237855	VENTX
chr10	133247619	133247620	MIR202
chr10	133247890	133247891	MIR202HG
chr10	133257550	133257551	ENSG00000273980
chr10	133276867	133276868	ADAM8
chr10	133308913	133308914	ZNF511
chr10	133309409	133309410	ZNF511-PRAP1
chr10	133318822	133318823	TUBGCP2
chr10	133336934	133336935	CALY
chr10	133344905	133344906	BANF1P2
chr10	133347367	133347368	PRAP1
chr10	133350725	133350726	ENSG00000226699
chr10	133358024	133358025	FUOM
chr10	133371662	133371663	MIR3944
chr10	133373353	133373354	ECHS1
chr10	133374868	133374869	ENSG00000274685
chr10	133379260	133379261	PAOX
chr10	133380016	133380017	ENSG00000254536
chr10	133394093	133394094	MTG1
chr10	133424624	133424625	SPRN
chr10	133431317	133431318	OR6L2P
chr10	133453927	133453928	SCART1
chr10	133481237	133481238	OR7M1P
chr10	133520405	133520406	CYP2E1
chr10	133527512	133527513	ENSG00000278518
chr10	133541808	133541809	ENSG00000286789
chr10	133565796	133565797	ENSG00000288107
chr10	133569834	133569835	SYCE1
chr10	133576030	133576031	OR6L1P
chr10	133588913	133588914	ENSG00000287327
chr10	133626794	133626795	FRG2B
chr10	133637891	133637892	RARRES2P2
chr10	133640788	133640789	AGGF1P2
chr10	133660634	133660635	CLUHP5
chr10	133664428	133664429	DUX4L28
chr10	133667150	133667151	DUX4L25
chr10	133670449	133670450	DUX4L24
chr10	133673748	133673749	DUX4L23
chr10	133677058	133677059	DUX4L22
chr10	133680368	133680369	DUX4L21
chr10	133683667	133683668	DUX4L20
chr10	133740605	133740606	DUX4L29
chr10	133743331	133743332	DUX4L10
chr10	133746640	133746641	DUX4L11
chr10	133749949	133749950	DUX4L12
chr10	133753249	133753250	DUX4L13
chr10	133756558	133756559	DUX4L14
chr10	133759858	133759859	DUX4L15
chr10	133778245	133778246	RPL23AP60
chr10	133778497	133778498	ENSG00000282875
chr11	75779	75780	WBP1LP10
chr11	87585	87586	OR4F2P
chr11	123311	123312	CICP23
chr11	125926	125927	ENSG00000254468
chr11	129278	129279	ENSG00000255229
chr11	139611	139612	LINC01001
chr11	153101	153102	RNU6-447P
chr11	193077	193078	SCGB1C1
chr11	196760	196761	ODF3
chr11	203622	203623	ENSG00000254559
chr11	207398	207399	BET1L
chr11	207707	207708	RIC8A
chr11	209335	209336	MIR6743
chr11	236930	236931	SIRT3
chr11	236965	236966	PSMD13
chr11	243482	243483	ENSG00000277290
chr11	269460	269461	COX8BP
chr11	278406	278407	NLRP6
chr11	287304	287305	ENSG00000255026
chr11	289125	289126	PGGHG
chr11	299525	299526	IFITM5
chr11	303654	303655	IFITM2
chr11	304143	304144	ENSG00000255533
chr11	308407	308408	ENSG00000288681
chr11	310040	310041	IFITM1
chr11	311140	311141	ENSG00000254910
chr11	318639	318640	ENSG00000251661
chr11	321990	321991	ENSG00000255089
chr11	327170	327171	ENSG00000255328
chr11	329474	329475	IFITM3
chr11	333191	333192	ENSG00000270972
chr11	369498	369499	B4GALNT4
chr11	392613	392614	PKP3
chr11	417454	417455	SIGIRR
chr11	440692	440693	RN7SL838P
chr11	442010	442011	ANO9
chr11	448267	448268	PTDSS2
chr11	463898	463899	ENSG00000255237
chr11	507299	507300	RNH1
chr11	512512	512513	ENSG00000288033
chr11	518990	518991	ENSG00000289997
chr11	528906	528907	ENSG00000254739
chr11	537320	537321	HRAS
chr11	537526	537527	LRRC56
chr11	557594	557595	LMNTD2-AS1
chr11	560403	560404	RASSF7
chr11	560737	560738	LMNTD2
chr11	568197	568198	MIR210
chr11	568456	568457	MIR210HG
chr11	576469	576470	PHRF1
chr11	615982	615983	IRF7
chr11	626077	626078	CDHR5
chr11	627180	627181	SCT
chr11	637268	637269	DRD4
chr11	665909	665910	ENSG00000255158
chr11	694437	694438	EPS8L2
chr11	695590	695591	TMEM80
chr11	707117	707118	DEAF1
chr11	727046	727047	ENSG00000269915
chr11	747414	747415	TALDO1
chr11	777487	777488	GATD1
chr11	777573	777574	GATD1-DT
chr11	779616	779617	ENSG00000279672
chr11	781644	781645	ENSG00000255142
chr11	790112	790113	CEND1
chr11	797510	797511	PANO1
chr11	798280	798281	SLC25A22
chr11	809752	809753	PIDD1
chr11	809964	809965	RPLP2
chr11	811680	811681	SNORA52
chr11	818913	818914	PNPLA2
chr11	826143	826144	CRACR2B
chr11	832882	832883	ENSG00000255108
chr11	832886	832887	CD151
chr11	842528	842529	POLR2L
chr11	842811	842812	TSPAN4
chr11	859794	859795	ENSG00000250397
chr11	915057	915058	CHID1
chr11	924880	924881	AP2A2
chr11	948420	948421	RNU6-1025P
chr11	1036717	1036718	MUC6
chr11	1049879	1049880	LINC02688
chr11	1074874	1074875	MUC2
chr11	1157952	1157953	MUC5AC
chr11	1218529	1218530	ENSG00000286275
chr11	1223065	1223066	MUC5B
chr11	1249675	1249676	MUC5B-AS1
chr11	1256604	1256605	MIR6744
chr11	1309653	1309654	TOLLIP
chr11	1309768	1309769	TOLLIP-DT
chr11	1337067	1337068	ENSG00000287935
chr11	1350358	1350359	LINC02689
chr11	1389898	1389899	BRSK2
chr11	1467631	1467632	ENSG00000285581
chr11	1501246	1501247	MOB2
chr11	1571352	1571353	KRTAP5-AS1
chr11	1572270	1572271	DUSP8
chr11	1585282	1585283	KRTAP5-1
chr11	1598293	1598294	KRTAP5-2
chr11	1608462	1608463	KRTAP5-3
chr11	1622137	1622138	KRTAP5-4
chr11	1629774	1629775	KRTAP5-5
chr11	1663342	1663343	ENSG00000231487
chr11	1665596	1665597	FAM99A
chr11	1685628	1685629	FAM99B
chr11	1688296	1688297	LINC02708
chr11	1697194	1697195	KRTAP5-6
chr11	1750594	1750595	IFITM10
chr11	1760347	1760348	PRADX
chr11	1763748	1763749	ENSG00000229512
chr11	1763953	1763954	ENSG00000250644
chr11	1764572	1764573	CTSD
chr11	1773744	1773745	ENSG00000287484
chr11	1778387	1778388	ENSG00000230834
chr11	1792552	1792553	RPL36AP39
chr11	1804094	1804095	ENSG00000230080
chr11	1828306	1828307	SYT8
chr11	1838980	1838981	TNNI2
chr11	1850903	1850904	LSP1
chr11	1859535	1859536	MIR4298
chr11	1864176	1864177	ENSG00000249086
chr11	1880044	1880045	MIR7847
chr11	1891894	1891895	PRR33
chr11	1897014	1897015	LINC01150
chr11	1919702	1919703	TNNT3
chr11	1947277	1947278	MRPL23
chr11	1989992	1989993	MRPL23-AS1
chr11	1991095	1991096	LINC01219
chr11	1996539	1996540	ENSG00000275266
chr11	1996830	1996831	MIR675
chr11	1997483	1997484	ENSG00000274866
chr11	2001469	2001470	H19
chr11	2129963	2129964	ENSG00000240801
chr11	2134208	2134209	MIR483
chr11	2140500	2140501	IGF2-AS
chr11	2149602	2149603	ENSG00000284779
chr11	2158390	2158391	IGF2
chr11	2161208	2161209	INS-IGF2
chr11	2161220	2161221	INS
chr11	2171814	2171815	TH
chr11	2173062	2173063	MIR4686
chr11	2270587	2270588	ASCL2
chr11	2301996	2301997	TSPAN32
chr11	2303048	2303049	C11orf21
chr11	2321717	2321718	RNU6-878P
chr11	2336132	2336133	ENSG00000290075
chr11	2347684	2347685	RPL26P30
chr11	2372637	2372638	Y_RNA
chr11	2375400	2375401	ENSG00000290098
chr11	2376176	2376177	CD81
chr11	2377991	2377992	CD81-AS1
chr11	2400487	2400488	TSSC4
chr11	2404514	2404515	ENSG00000230483
chr11	2444513	2444514	TRPM5
chr11	2444683	2444684	KCNQ1
chr11	2652098	2652099	ENSG00000275666
chr11	2674096	2674097	ENSG00000276105
